Age,CustomerSince,HighestSpend,MonthlyAverageSpend,Mortgage,Level,HiddenScore,Security,FixedDepositAccount,InternetBanking,CreditCard,MortgageFlag,RelationshipProductCount,DigitalEngagementFlag,SpendPerCustomerYear,MortgageToHighestSpendRatio,ValueSegmentScore,LoanOnCard
63,38,32,1.5,0,2,1,0,0,0,0,0,0,0,0.038461538461538464,0.0,3,0
54,30,194,6.0,587,3,3,1,1,1,1,1,3,1,0.1935483870967742,3.01025641025641,5,1
43,18,63,0.8,0,3,3,1,0,0,0,0,1,0,0.042105263157894736,0.0,3,0
26,1,55,2.6,113,3,3,0,0,0,1,1,1,0,1.3,2.017857142857143,4,0
29,3,39,0.2,137,1,4,0,0,1,1,1,1,1,0.05,3.425,1,0
43,19,29,0.5,97,1,3,0,0,1,0,1,0,1,0.025,3.2333333333333334,1,0
58,34,63,1.6,0,2,4,0,0,0,0,0,0,0,0.045714285714285714,0.0,3,0
43,18,83,0.5,0,3,3,0,0,0,1,0,1,0,0.02631578947368421,0.0,3,0
46,20,84,0.7,0,2,3,0,0,1,0,0,0,1,0.03333333333333333,0.0,2,0
61,36,169,6.1,106,3,2,0,1,1,1,1,2,1,0.16486486486486485,0.6235294117647059,5,1
40,15,161,3.3,0,1,2,1,0,0,1,0,2,0,0.20625,0.0,2,0
32,8,142,6.2,120,2,4,0,1,1,1,1,2,1,0.6888888888888889,0.8391608391608392,4,1
48,21,23,0.67,0,2,3,0,0,1,0,0,0,1,0.030454545454545456,0.0,2,0
49,23,41,0.1,153,1,4,0,0,1,0,1,0,1,0.004166666666666667,3.642857142857143,1,0
32,6,120,5.4,301,1,4,0,1,1,1,1,2,1,0.7714285714285715,2.487603305785124,3,1
41,17,34,2.0,0,2,1,0,0,0,0,0,0,0,0.1111111111111111,0.0,3,0
33,7,28,0.8,0,1,4,0,0,1,0,0,0,1,0.1,0.0,1,0
35,8,52,1.0,0,2,2,0,0,0,1,0,1,0,0.1111111111111111,0.0,2,0
59,33,59,1.4,0,3,3,0,0,0,0,0,0,0,0.041176470588235294,0.0,3,0
30,6,41,2.4,0,2,1,0,0,1,0,0,0,1,0.34285714285714286,0.0,3,0
43,16,161,8.0,0,2,3,0,1,1,1,0,2,1,0.47058823529411764,0.0,4,1
39,9,32,2.0,116,3,3,0,0,1,0,1,0,1,0.2,3.515151515151515,4,0
45,21,33,0.5,136,1,3,0,1,1,1,1,2,1,0.022727272727272728,4.0,2,0
44,20,70,1.9,0,1,4,0,0,1,0,0,0,1,0.09047619047619047,0.0,2,0
44,18,53,0.2,0,1,1,0,0,1,0,0,0,1,0.010526315789473684,0.0,1,0
58,34,152,3.6,0,3,4,0,0,0,0,0,0,0,0.10285714285714286,0.0,4,1
38,13,23,0.2,0,3,4,0,0,1,0,0,0,1,0.014285714285714287,0.0,3,0
25,0,21,0.4,90,1,4,0,0,1,0,1,0,1,0.4,4.090909090909091,1,0
31,5,21,1.0,0,1,3,0,0,1,0,0,0,1,0.16666666666666666,0.0,1,0
63,39,101,3.9,0,1,1,1,1,1,0,0,2,1,0.0975,0.0,3,1
47,21,82,2.1,0,1,3,0,0,0,0,0,0,0,0.09545454545454546,0.0,2,0
42,18,65,2.1,0,3,3,0,0,1,1,0,1,1,0.1105263157894737,0.0,4,0
26,2,72,2.6,0,1,4,1,1,1,0,0,2,1,0.8666666666666667,0.0,3,0
35,10,58,0.7,232,3,4,0,0,0,0,1,0,0,0.06363636363636363,3.9322033898305087,3,0
50,24,130,1.0,0,1,1,0,0,0,0,0,0,0,0.04,0.0,1,0
58,32,74,2.3,0,3,2,0,0,0,1,0,1,0,0.06969696969696969,0.0,4,0
55,30,32,0.1,0,3,4,1,0,0,0,0,1,0,0.0032258064516129032,0.0,3,0
39,14,113,1.0,0,3,1,1,0,1,0,0,1,1,0.06666666666666667,0.0,3,0
43,16,71,2.33,0,2,3,0,0,0,0,0,0,0,0.13705882352941176,0.0,3,0
41,16,33,0.0,0,2,4,0,0,1,0,0,0,1,0.0,0.0,2,0
52,27,81,3.8,0,2,4,0,0,0,0,0,0,0,0.1357142857142857,0.0,3,0
37,11,29,1.4,0,3,2,0,0,1,1,0,1,1,0.11666666666666665,0.0,3,0
49,24,82,2.9,267,1,1,0,0,1,0,1,0,1,0.11599999999999999,3.216867469879518,2,0
59,33,53,2.5,0,1,3,0,0,1,0,0,0,1,0.07352941176470588,0.0,2,0
59,33,50,2.3,0,3,2,0,0,0,1,0,1,0,0.06764705882352941,0.0,4,0
55,29,111,3.6,0,3,2,0,0,0,1,0,1,0,0.12000000000000001,0.0,4,1
26,1,39,0.6,0,2,4,0,0,0,1,0,1,0,0.3,0.0,2,0
45,21,83,2.0,0,3,4,0,0,1,0,0,0,1,0.09090909090909091,0.0,4,0
34,10,81,3.4,0,1,4,0,0,1,0,0,0,1,0.3090909090909091,0.0,2,0
60,36,129,6.0,0,1,2,0,0,0,0,0,0,0,0.16216216216216217,0.0,2,0
65,40,20,0.1,0,3,3,0,0,0,1,0,1,0,0.0024390243902439024,0.0,3,0
46,20,111,6.3,0,1,2,0,0,0,1,0,1,0,0.3,0.0,2,0
42,18,52,1.9,0,1,4,0,0,1,0,0,0,1,0.09999999999999999,0.0,2,0
48,24,18,0.2,0,1,4,0,0,1,1,0,1,1,0.008,0.0,1,0
50,23,15,1.0,101,2,2,0,0,0,0,1,0,0,0.041666666666666664,6.3125,2,0
43,19,31,0.5,0,1,3,0,0,0,0,0,0,0,0.025,0.0,1,0
28,4,159,1.5,0,1,1,0,0,1,1,0,1,1,0.3,0.0,2,0
52,26,62,2.8,0,2,4,0,0,1,0,0,0,1,0.1037037037037037,0.0,3,0
35,11,58,2.0,149,1,3,0,0,1,1,1,1,1,0.16666666666666666,2.5254237288135593,2,0
34,10,92,2.7,0,1,2,1,1,0,1,0,3,0,0.24545454545454548,0.0,3,0
25,0,43,1.6,0,3,2,1,1,1,1,0,3,1,1.6,0.0,5,0
55,31,73,2.67,219,1,3,0,0,1,0,1,0,1,0.0834375,2.9594594594594597,2,0
53,27,35,0.9,136,3,3,0,0,1,0,1,0,1,0.03214285714285715,3.7777777777777777,3,0
37,13,95,1.7,0,2,2,0,0,0,1,0,1,0,0.12142857142857143,0.0,3,0
61,36,44,2.1,0,1,4,0,0,0,0,0,0,0,0.05675675675675676,0.0,2,0
40,15,82,1.0,309,1,3,0,0,0,0,1,0,0,0.0625,3.7228915662650603,1,0
39,9,118,6.0,246,3,2,0,1,1,1,1,2,1,0.6,2.0672268907563027,5,1
34,9,178,0.8,0,3,1,0,0,0,0,0,0,0,0.08,0.0,3,1
51,25,58,0.7,223,2,3,0,0,0,0,1,0,0,0.02692307692307692,3.7796610169491527,2,0
50,25,24,0.4,137,2,4,0,0,1,0,1,0,1,0.015384615384615385,5.48,2,0
39,15,33,2.0,0,2,1,0,0,0,0,0,0,0,0.125,0.0,3,0
46,20,72,0.8,0,3,2,0,0,1,1,0,1,1,0.0380952380952381,0.0,3,0
28,4,155,6.33,0,1,1,0,0,0,0,0,0,0,1.266,0.0,2,0
32,7,111,3.8,0,1,1,1,0,0,0,0,1,0,0.475,0.0,2,0
46,20,29,0.5,0,2,3,0,0,0,0,0,0,0,0.023809523809523808,0.0,2,0
60,36,89,2.8,0,1,2,0,0,1,0,0,0,1,0.07567567567567567,0.0,2,0
35,10,161,4.1,0,1,1,1,0,1,0,0,1,1,0.3727272727272727,0.0,2,0
63,39,92,0.0,0,3,2,0,0,1,0,0,0,1,0.0,0.0,3,0
37,12,132,3.9,0,1,2,0,0,0,0,0,0,0,0.3,0.0,2,0
33,9,145,4.33,277,1,2,0,0,0,1,1,1,0,0.433,1.8972602739726028,2,0
37,11,139,0.8,421,2,2,0,0,1,0,1,0,1,0.06666666666666667,3.007142857142857,2,1
43,17,48,2.2,0,2,3,0,0,0,1,0,1,0,0.12222222222222223,0.0,3,0
42,16,74,2.8,0,1,1,0,0,1,0,0,0,1,0.16470588235294117,0.0,2,0
29,3,55,1.1,0,2,3,0,0,1,0,0,0,1,0.275,0.0,2,0
40,14,123,5.2,0,1,1,0,0,1,0,0,0,1,0.3466666666666667,0.0,2,0
25,1,72,0.8,0,1,3,0,0,1,0,0,0,1,0.4,0.0,1,0
29,3,39,2.1,0,3,4,0,0,1,0,0,0,1,0.525,0.0,4,0
33,8,125,0.0,0,1,1,0,0,1,1,0,1,1,0.0,0.0,1,0
40,15,40,2.2,107,3,2,0,0,1,0,1,0,1,0.1375,2.6097560975609757,4,0
42,15,73,2.33,0,2,3,0,0,0,0,0,0,0,0.145625,0.0,3,0
64,34,179,4.5,400,3,2,0,0,0,0,1,0,0,0.12857142857142856,2.2222222222222223,4,1
32,6,41,0.9,179,1,3,0,0,0,0,1,0,0,0.1285714285714286,4.261904761904762,1,0
44,18,43,0.7,163,1,2,1,0,0,0,1,1,0,0.03684210526315789,3.7045454545454546,1,0
51,27,33,0.2,83,1,4,0,0,1,0,1,0,1,0.0071428571428571435,2.4411764705882355,1,0
55,31,90,2.7,0,2,1,0,0,1,1,0,1,1,0.084375,0.0,3,0
51,25,33,0.9,0,3,3,0,0,1,1,0,1,1,0.03461538461538462,0.0,3,0
38,14,112,2.2,394,1,2,0,0,0,0,1,0,0,0.14666666666666667,3.4867256637168142,2,0
45,19,41,0.2,0,1,1,0,0,1,0,0,0,1,0.01,0.0,1,0
36,12,64,2.8,205,1,3,0,0,0,1,1,1,0,0.21538461538461537,3.1538461538461537,2,0
36,11,39,1.7,0,1,4,0,0,1,0,0,0,1,0.14166666666666666,0.0,2,0
29,5,34,0.4,0,2,4,0,0,1,0,0,0,1,0.06666666666666667,0.0,2,0
62,38,23,0.3,0,3,2,0,0,0,0,0,0,0,0.007692307692307692,0.0,3,0
50,24,29,0.9,0,3,3,0,0,0,0,0,0,0,0.036000000000000004,0.0,3,0
59,33,49,1.7,104,2,4,0,0,1,0,1,0,1,0.049999999999999996,2.08,3,0
58,33,61,1.7,0,1,4,0,0,0,0,0,0,0,0.049999999999999996,0.0,2,0
32,8,43,2.1,0,3,1,0,0,0,1,0,1,0,0.23333333333333334,0.0,4,0
39,14,28,1.4,108,2,2,0,0,0,1,1,1,0,0.09333333333333332,3.7241379310344827,2,0
62,38,58,1.2,228,2,4,0,0,0,1,1,1,0,0.030769230769230767,3.864406779661017,2,0
40,15,85,0.4,0,1,2,0,0,1,0,0,0,1,0.025,0.0,1,0
35,9,58,2.5,0,1,1,0,0,1,1,0,1,1,0.25,0.0,2,0
29,3,172,4.5,415,1,2,0,0,1,0,1,0,1,1.125,2.398843930635838,2,0
36,10,80,2.2,0,2,4,0,0,1,0,0,0,1,0.2,0.0,3,0
43,19,121,0.7,0,2,1,0,1,1,1,0,2,1,0.034999999999999996,0.0,3,1
54,24,25,0.4,115,3,4,0,0,0,0,1,0,0,0.016,4.423076923076923,3,0
27,3,30,1.0,80,3,1,0,0,0,0,1,0,0,0.25,2.5806451612903225,3,0
51,27,12,1.0,0,1,4,0,0,1,0,0,0,1,0.03571428571428571,0.0,1,0
51,26,12,0.7,109,3,2,0,0,1,1,1,1,1,0.025925925925925925,8.384615384615385,3,0
32,7,41,2.0,0,2,4,0,0,0,0,0,0,0,0.25,0.0,3,0
46,21,82,0.4,0,1,4,0,0,0,0,0,0,0,0.018181818181818184,0.0,1,0
50,26,192,1.8,301,3,2,0,1,1,1,1,2,1,0.06666666666666667,1.5595854922279793,5,1
33,6,78,2.0,119,2,4,1,0,1,0,1,1,1,0.2857142857142857,1.5063291139240507,3,0
29,3,69,1.8,0,2,4,0,0,1,1,0,1,1,0.45,0.0,3,0
26,0,19,0.1,121,2,1,0,0,1,0,1,0,1,0.1,6.05,2,0
43,18,29,0.3,0,3,1,0,0,1,0,0,0,1,0.015789473684210527,0.0,3,0
35,10,105,4.6,0,1,1,0,0,0,0,0,0,0,0.41818181818181815,0.0,2,0
55,31,15,0.2,0,1,1,0,0,0,0,0,0,0,0.00625,0.0,1,0
56,26,70,1.4,273,3,3,0,0,1,1,1,1,1,0.05185185185185185,3.8450704225352115,3,0
58,34,41,1.5,0,1,3,0,0,1,1,0,1,1,0.04285714285714286,0.0,2,0
30,5,42,1.0,184,1,1,0,0,0,0,1,0,0,0.16666666666666666,4.27906976744186,1,0
44,19,69,0.5,0,3,3,0,0,1,0,0,0,1,0.025,0.0,3,0
37,11,44,0.2,0,1,4,0,0,0,1,0,1,0,0.016666666666666666,0.0,1,0
32,6,28,1.0,0,1,3,0,0,0,0,0,0,0,0.14285714285714285,0.0,1,0
43,18,60,2.2,0,3,2,0,0,0,1,0,1,0,0.11578947368421054,0.0,4,0
64,38,21,0.8,76,2,1,0,0,0,1,1,1,0,0.020512820512820513,3.4545454545454546,2,0
62,38,52,1.3,0,2,4,0,0,1,1,0,1,1,0.03333333333333333,0.0,2,0
30,6,191,4.4,0,2,2,0,0,1,0,0,0,1,0.6285714285714287,0.0,3,1
26,1,50,0.6,0,2,4,0,0,0,0,0,0,0,0.3,0.0,2,0
52,27,34,0.7,114,2,2,0,0,1,1,1,1,1,0.024999999999999998,3.257142857142857,2,0
60,36,32,0.4,165,2,3,0,0,1,0,1,0,1,0.010810810810810811,5.0,2,0
37,11,60,0.5,0,3,3,0,0,1,0,0,0,1,0.041666666666666664,0.0,3,0
45,20,114,4.4,0,2,2,0,0,0,0,0,0,0,0.20952380952380953,0.0,3,1
28,4,43,1.0,102,3,1,0,0,0,0,1,0,0,0.2,2.3181818181818183,3,0
33,9,20,0.7,0,2,4,0,0,1,0,0,0,1,0.06999999999999999,0.0,2,0
52,28,11,0.4,0,1,3,1,0,0,0,0,1,0,0.013793103448275864,0.0,1,0
58,31,178,6.0,0,2,2,0,0,1,0,0,0,1,0.1875,0.0,3,1
44,19,70,0.1,0,2,1,0,0,0,0,0,0,0,0.005,0.0,2,0
55,29,39,0.2,0,1,1,0,0,0,1,0,1,0,0.006666666666666667,0.0,1,0
61,37,64,0.0,0,2,1,0,0,0,1,0,1,0,0.0,0.0,2,0
43,18,59,0.8,91,3,3,0,0,1,0,1,0,1,0.042105263157894736,1.5166666666666666,3,0
56,29,42,2.5,0,2,4,0,0,0,0,0,0,0,0.08333333333333333,0.0,3,0
25,0,113,2.1,0,3,4,0,0,1,0,0,0,1,2.1,0.0,4,0
40,16,138,6.1,0,1,2,0,0,1,0,0,0,1,0.3588235294117647,0.0,2,0
24,0,35,1.7,0,2,2,0,0,0,0,0,0,0,1.7,0.0,3,0
32,7,45,2.3,83,1,3,1,0,1,0,1,1,1,0.2875,1.8043478260869565,2,0
62,36,39,0.3,0,1,2,0,0,1,0,0,0,1,0.008108108108108109,0.0,1,0
37,12,175,7.8,297,1,2,0,0,1,1,1,1,1,0.6,1.6875,2,0
50,24,32,1.4,167,3,1,0,0,0,0,1,0,0,0.055999999999999994,5.0606060606060606,3,0
57,32,124,0.2,0,2,1,0,0,1,0,0,0,1,0.006060606060606061,0.0,2,1
60,35,34,0.3,0,3,1,0,0,1,0,0,0,1,0.008333333333333333,0.0,3,0
43,19,83,2.0,0,3,4,0,0,1,0,0,0,1,0.1,0.0,4,0
26,2,95,0.8,0,1,3,0,0,1,0,0,0,1,0.26666666666666666,0.0,1,0
41,15,69,1.5,78,3,1,0,0,1,0,1,0,1,0.09375,1.1142857142857143,4,0
47,23,149,6.1,0,1,4,0,0,0,1,0,1,0,0.25416666666666665,0.0,2,1
35,10,118,7.8,358,1,2,0,0,0,0,1,0,0,0.7090909090909091,3.008403361344538,2,0
45,21,32,0.6,77,1,4,0,0,0,1,1,1,0,0.02727272727272727,2.3333333333333335,1,0
42,17,85,3.7,0,3,1,0,0,1,0,0,0,1,0.20555555555555557,0.0,4,0
61,37,62,0.0,244,2,1,0,0,1,0,1,0,1,0.0,3.873015873015873,2,0
52,22,154,5.0,0,3,1,1,1,1,0,0,2,1,0.21739130434782608,0.0,5,1
39,15,125,3.5,0,1,1,0,0,1,1,0,1,1,0.21875,0.0,2,0
51,26,72,2.9,0,1,1,0,0,0,0,0,0,0,0.10740740740740741,0.0,2,0
51,27,12,1.0,0,1,4,1,0,1,0,0,1,1,0.03571428571428571,0.0,1,0
45,21,134,3.3,0,1,2,0,0,1,1,0,1,1,0.15,0.0,2,0
41,17,80,0.3,0,1,1,0,0,0,0,0,0,0,0.016666666666666666,0.0,1,0
45,19,128,6.0,0,3,4,0,0,1,0,0,0,1,0.3,0.0,4,1
61,35,53,2.8,167,2,1,0,0,1,0,1,0,1,0.07777777777777778,3.0925925925925926,3,0
41,16,81,0.4,0,1,2,0,0,0,1,0,1,0,0.023529411764705882,0.0,1,0
44,19,83,0.4,141,1,4,0,0,0,0,1,0,0,0.02,1.6785714285714286,1,0
63,38,102,3.4,0,2,4,0,0,0,0,0,0,0,0.08717948717948718,0.0,3,0
38,13,169,6.8,0,3,1,0,1,1,1,0,2,1,0.4857142857142857,0.0,5,1
57,32,74,0.7,0,1,4,0,0,0,1,0,1,0,0.02121212121212121,0.0,1,0
60,35,113,0.9,406,1,1,0,0,1,0,1,0,1,0.025,3.56140350877193,1,0
31,5,82,1.8,0,2,4,0,0,1,0,0,0,1,0.3,0.0,3,0
58,32,41,1.4,0,1,3,0,0,1,0,0,0,1,0.04242424242424242,0.0,1,0
65,40,63,0.5,0,2,3,0,0,1,0,0,0,1,0.012195121951219513,0.0,2,0
42,17,53,1.9,0,3,4,0,0,1,0,0,0,1,0.10555555555555556,0.0,4,0
29,3,69,0.3,0,3,3,0,0,0,0,0,0,0,0.075,0.0,3,0
61,35,38,0.3,0,1,2,0,0,0,0,0,0,0,0.008333333333333333,0.0,1,0
32,7,81,3.4,0,2,2,0,0,0,1,0,1,0,0.425,0.0,3,1
49,24,50,1.8,0,3,4,1,0,0,0,0,1,0,0.07200000000000001,0.0,4,0
56,31,131,1.2,0,3,2,0,0,0,0,0,0,0,0.0375,0.0,3,1
38,13,41,0.5,0,3,3,0,0,0,1,0,1,0,0.03571428571428571,0.0,3,0
38,13,12,0.3,104,2,2,1,0,1,0,1,1,1,0.02142857142857143,8.0,2,0
66,42,39,1.9,0,2,1,0,0,1,1,0,1,1,0.044186046511627906,0.0,3,0
46,22,73,1.7,216,1,2,0,0,1,0,1,0,1,0.07391304347826087,2.918918918918919,2,0
51,25,132,0.3,0,1,1,0,0,1,0,0,0,1,0.011538461538461537,0.0,1,0
42,18,130,7.5,0,1,2,0,0,0,1,0,1,0,0.39473684210526316,0.0,2,0
59,32,40,2.5,0,2,4,0,0,1,0,0,0,1,0.07575757575757576,0.0,3,0
43,17,59,0.9,87,3,3,0,0,1,1,1,1,1,0.05,1.45,3,0
46,20,185,7.5,428,2,4,0,0,0,1,1,1,0,0.35714285714285715,2.3010752688172045,3,1
60,35,38,0.5,0,2,3,0,0,1,1,0,1,1,0.013888888888888888,0.0,2,0
32,7,100,0.6,0,2,3,0,0,1,0,0,0,1,0.075,0.0,2,0
38,13,129,0.3,75,3,4,0,0,1,0,1,0,1,0.02142857142857143,0.5769230769230769,3,1
39,13,81,2.8,0,1,2,0,0,1,0,0,0,1,0.19999999999999998,0.0,2,0
65,41,84,0.0,0,3,2,0,0,1,1,0,1,1,0.0,0.0,3,0
61,35,23,0.3,0,3,3,0,0,1,0,0,0,1,0.008333333333333333,0.0,3,0
35,9,50,2.2,0,2,4,0,0,0,0,0,0,0,0.22000000000000003,0.0,3,0
54,24,29,1.0,148,3,3,0,0,0,1,1,1,0,0.04,4.933333333333334,3,0
38,14,92,0.0,249,1,2,0,0,1,1,1,1,1,0.0,2.6774193548387095,1,0
50,26,12,0.2,96,1,1,0,0,0,0,1,0,0,0.007407407407407408,7.384615384615385,1,0
27,1,20,0.4,99,1,4,0,0,1,0,1,0,1,0.2,4.714285714285714,1,0
50,25,42,0.7,110,2,2,0,0,0,1,1,1,0,0.02692307692307692,2.558139534883721,2,0
36,11,9,0.3,99,2,2,1,0,0,0,1,1,0,0.024999999999999998,9.9,2,0
41,16,23,1.4,0,2,2,1,0,1,0,0,1,1,0.08235294117647059,0.0,2,0
53,29,24,0.2,0,1,2,0,0,0,1,0,1,0,0.006666666666666667,0.0,1,0
39,13,69,0.1,247,1,3,0,0,0,0,1,0,0,0.0071428571428571435,3.5285714285714285,1,0
33,8,58,2.5,0,1,2,0,0,1,0,0,0,1,0.2777777777777778,0.0,2,0
36,6,25,0.67,0,3,1,0,0,1,0,0,0,1,0.09571428571428572,0.0,3,0
33,7,25,1.0,0,1,4,0,0,1,1,0,1,1,0.125,0.0,1,0
58,28,58,2.0,0,3,3,0,0,1,0,0,0,1,0.06896551724137931,0.0,4,0
36,12,22,1.0,91,1,4,1,0,1,0,1,1,1,0.07692307692307693,3.9565217391304346,1,0
61,36,29,0.5,0,2,2,0,0,1,0,0,0,1,0.013513513513513514,0.0,2,0
64,38,39,0.5,0,3,1,1,1,1,1,0,3,1,0.01282051282051282,0.0,4,0
48,23,79,0.2,0,2,1,0,0,0,0,0,0,0,0.008333333333333333,0.0,2,0
54,28,165,4.1,0,3,1,0,1,1,1,0,2,1,0.14137931034482756,0.0,5,1
24,0,59,1.6,0,1,4,0,0,0,0,0,0,0,1.6,0.0,2,0
51,25,113,6.3,0,1,2,0,0,0,0,0,0,0,0.2423076923076923,0.0,2,0
40,14,70,2.1,185,1,3,0,0,0,0,1,0,0,0.14,2.6056338028169015,2,0
57,32,21,0.9,113,2,4,1,0,0,0,1,1,0,0.027272727272727275,5.136363636363637,2,0
32,8,128,4.33,0,1,2,0,0,1,0,0,0,1,0.4811111111111111,0.0,2,0
36,11,158,7.8,114,1,2,0,0,1,1,1,1,1,0.65,0.7169811320754716,2,0
52,27,93,4.1,0,2,4,0,0,0,1,0,1,0,0.1464285714285714,0.0,3,1
37,11,75,0.9,0,2,3,0,0,1,0,0,0,1,0.075,0.0,2,0
65,40,89,4.1,299,1,1,0,1,1,0,1,1,1,0.09999999999999999,3.3222222222222224,3,1
61,37,39,0.4,0,1,4,0,0,1,1,0,1,1,0.010526315789473684,0.0,1,0
59,34,23,0.1,0,1,1,0,0,0,1,0,1,0,0.002857142857142857,0.0,1,0
52,26,71,1.4,0,3,1,0,0,0,0,0,0,0,0.05185185185185185,0.0,3,0
43,19,28,0.3,87,1,4,0,0,0,0,1,0,0,0.015,3.0,1,0
43,17,84,2.6,289,3,4,1,1,1,1,1,3,1,0.14444444444444446,3.4,5,0
56,26,50,1.4,0,3,3,0,0,0,0,0,0,0,0.05185185185185185,0.0,3,0
53,28,59,1.9,0,2,2,0,0,1,0,0,0,1,0.06551724137931034,0.0,3,0
58,33,73,0.7,241,1,4,0,0,0,0,1,0,0,0.020588235294117647,3.2567567567567566,1,0
29,3,53,2.1,0,3,4,0,0,1,0,0,0,1,0.525,0.0,4,0
41,16,118,3.3,0,1,2,0,0,1,0,0,0,1,0.1941176470588235,0.0,2,0
50,23,18,1.0,88,2,2,0,0,1,1,1,1,1,0.041666666666666664,4.631578947368421,2,0
52,26,49,1.4,0,3,1,0,0,1,0,0,0,1,0.05185185185185185,0.0,3,0
52,27,43,0.2,0,2,4,0,0,0,1,0,1,0,0.0071428571428571435,0.0,2,0
26,2,55,0.7,0,2,3,0,0,1,0,0,0,1,0.2333333333333333,0.0,2,0
48,23,84,3.1,0,2,4,1,1,1,0,0,2,1,0.12916666666666668,0.0,4,1
36,10,20,0.3,97,1,4,0,0,1,0,1,0,1,0.02727272727272727,4.619047619047619,1,0
42,16,20,0.8,117,3,2,0,0,1,1,1,1,1,0.047058823529411764,5.571428571428571,3,0
52,27,33,2.0,0,2,2,0,0,1,0,0,0,1,0.07142857142857142,0.0,3,0
42,17,78,1.0,0,3,1,0,0,1,0,0,0,1,0.05555555555555555,0.0,3,0
31,6,62,1.0,0,1,1,1,0,1,0,0,1,1,0.14285714285714285,0.0,1,0
33,9,48,2.1,0,3,1,0,0,0,1,0,1,0,0.21000000000000002,0.0,4,0
51,25,45,0.1,0,1,4,0,0,1,1,0,1,1,0.0038461538461538464,0.0,1,0
43,19,113,1.8,0,2,2,0,0,0,1,0,1,0,0.09,0.0,3,0
38,12,53,2.4,0,2,2,0,0,1,0,0,0,1,0.1846153846153846,0.0,3,0
35,10,48,2.5,164,3,1,0,0,1,0,1,0,1,0.22727272727272727,3.3469387755102042,4,0
35,10,64,2.3,0,1,3,0,1,1,1,0,2,1,0.20909090909090908,0.0,3,0
58,32,99,1.4,0,1,2,0,0,0,1,0,1,0,0.04242424242424242,0.0,1,0
36,11,31,1.7,124,1,4,0,0,1,1,1,1,1,0.14166666666666666,3.875,2,0
55,29,62,0.2,0,1,1,0,0,1,0,0,0,1,0.006666666666666667,0.0,1,0
63,39,101,3.9,294,3,2,0,0,1,0,1,0,1,0.0975,2.8823529411764706,4,1
37,13,75,2.6,0,2,3,1,0,0,0,0,1,0,0.18571428571428572,0.0,3,0
33,8,162,8.6,0,1,1,0,1,1,1,0,2,1,0.9555555555555555,0.0,3,0
37,11,34,0.9,0,1,3,0,0,1,0,0,0,1,0.075,0.0,1,0
48,23,45,0.3,0,1,1,0,0,1,1,0,1,1,0.012499999999999999,0.0,1,0
52,26,180,1.0,0,1,1,0,0,1,1,0,1,1,0.037037037037037035,0.0,1,0
28,2,19,0.4,0,1,4,0,0,1,1,0,1,1,0.13333333333333333,0.0,1,0
44,20,185,2.7,0,1,3,0,0,1,0,0,0,1,0.1285714285714286,0.0,2,1
41,17,129,3.4,0,1,1,0,0,0,1,0,1,0,0.18888888888888888,0.0,2,0
46,21,41,1.4,128,3,1,0,0,1,0,1,0,1,0.06363636363636363,3.0476190476190474,3,0
39,13,25,0.8,0,3,2,0,0,0,0,0,0,0,0.05714285714285715,0.0,3,0
54,30,39,0.8,0,1,2,0,0,0,1,0,1,0,0.025806451612903226,0.0,1,0
34,8,165,7.0,541,3,1,0,0,0,0,1,0,0,0.7777777777777778,3.2590361445783134,4,1
60,34,44,0.3,192,1,2,0,0,1,0,1,0,1,0.008571428571428572,4.266666666666667,1,0
55,29,78,2.6,0,3,4,0,0,0,1,0,1,0,0.08666666666666667,0.0,4,0
64,39,42,0.5,116,2,3,0,0,1,0,1,0,1,0.0125,2.697674418604651,2,0
46,21,44,0.3,110,1,1,1,0,1,0,1,1,1,0.013636363636363636,2.4444444444444446,1,0
36,10,80,2.2,0,2,4,0,0,1,0,0,0,1,0.2,0.0,3,0
36,6,69,4.0,0,3,4,0,0,1,0,0,0,1,0.5714285714285714,0.0,4,0
53,29,141,0.2,0,3,2,0,0,0,0,0,0,0,0.006666666666666667,0.0,3,1
61,35,51,1.4,0,3,3,0,0,1,0,0,0,1,0.03888888888888889,0.0,3,0
39,13,52,2.0,0,1,1,0,0,0,1,0,1,0,0.14285714285714285,0.0,2,0
54,30,70,1.6,251,3,1,0,0,1,1,1,1,1,0.05161290322580645,3.535211267605634,4,0
47,22,190,8.8,0,1,2,0,0,0,0,0,0,0,0.3826086956521739,0.0,2,0
54,28,93,4.9,133,1,1,0,1,1,1,1,2,1,0.16896551724137931,1.4148936170212767,3,0
30,4,50,1.5,0,1,1,0,0,0,0,0,0,0,0.3,0.0,2,0
34,9,32,1.1,0,3,4,0,0,1,0,0,0,1,0.11000000000000001,0.0,3,0
45,21,134,5.5,0,2,4,0,1,1,1,0,2,1,0.25,0.0,4,1
43,19,110,3.4,0,1,1,0,0,0,1,0,1,0,0.16999999999999998,0.0,2,0
34,10,61,2.0,0,1,3,0,0,0,1,0,1,0,0.18181818181818182,0.0,2,0
42,18,115,3.5,0,1,1,0,0,0,1,0,1,0,0.18421052631578946,0.0,2,0
53,28,44,0.6,0,3,2,0,0,1,1,0,1,1,0.020689655172413793,0.0,3,0
43,19,118,3.3,0,1,2,0,0,0,1,0,1,0,0.16499999999999998,0.0,2,0
